REF,Company Name,CompanyLocation_Country,Review Date,Bean Origin,ChocolateName,Cocoa_Percent,No_of_ingredients,Rating
1042,Woodblock,U.S.A.,2013,Trinidad,"Gran Couva, batch 1",70,2,5
891,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,70,5,5
1251,Cello,U.S.A.,2014,Bolivia,Bolivia,70,3,5
1598,Arete,U.S.A.,2015,Nicaragua,Chuno,70,2,5
2652,Wm,U.S.A.,2021,Dominican Republic,Dominican Republic,70,3,5
1157,Solstice,U.S.A.,2013,Venezuela,Amazonas,70,2,5
1808,Cao,U.S.A.,2016,Brazil,Brazil,70,3,5
2684,Spinnaker,U.S.A.,2021,Uganda,"Bundibugyo, Semuliki Forest, batch 9-1",70,2,5
2546,Dandelion,U.S.A.,2021,Tanzania,Kokoa Kamili,70,2,5
2490,Odyssey,U.S.A.,2020,Guatemala,Cahabon,70,2,5
1928,Arete,U.S.A.,2016,Dominican Republic,Elvesia,70,2,5
2338,Moka Origins,U.S.A.,2019,Dominican Republic,Zorzal Estate,70,2,5
2190,Vicuna,U.S.A.,2018,Dominican Republic,San Francisco de Macoris,70,2,5
2652,Moku,U.S.A.,2021,Dominican Republic,"Zorzal, batch 8",70,3,5
1630,Durci,U.S.A.,2015,Dominican Republic,Taino Secret,70,3,5
2466,Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",70,2,5
2696,Odyssey,U.S.A.,2021,Peru,Ucayali,70,2,5
1860,Cacao Market,U.S.A.,2016,Honduras,"Jutiapa, lot 050916D",70,4,5
1446,Rogue,U.S.A.,2015,Venezuela,"Caranero, Choc. Garage Exclusive",70,2,5
2614,Hemisphere,U.S.A.,2021,Nicaragua,"Matagalpa, El Tuma region",70,2,5
1347,Fruition,U.S.A.,2014,Trinidad,Gran Couva,70,3,5
1724,Arete,U.S.A.,2016,Trinidad,San Juan,70,2,5
1820,Potomac,U.S.A.,2016,Dominican Republic,"Oko Caribe, Duarte Province, 2016 H.",70,2,5
2350,ENNA,U.S.A.,2019,Sierra Leone,Gola Rainforest,70,3,5
2546,Dandelion,U.S.A.,2021,Brazil,"Vale Potumuju, 2019 h., batch 1",70,2,5
2494,Odyssey,U.S.A.,2020,Uganda,Bundibugyo,70,2,5
2526,Triangle Roasters,U.S.A.,2020,Haiti,Pisa,70,2,5
1692,Starchild,U.S.A.,2015,Guatemala,Cacao Verapaz,70,4,5
2028,Arete,U.S.A.,2017,Peru,Ucayali,70,3,5
1046,Fruition,U.S.A.,2013,Dominican Republic,La Red,70,3,5
1562,Letterpress,U.S.A.,2015,Bolivia,Beniamo,70,2,5
805,Dandelion,U.S.A.,2012,Costa Rica,Upala,70,2,5
2442,Manoa,U.S.A.,2019,U.S.A.,"Hawai'i Island, Hilo and Kona regions",70,3,5
2104,Seahorse,U.S.A.,2018,Honduras,Wampusirpi,70,2,5
213,Rogue,U.S.A.,2008,Trinidad,Trinidad,70,2,5
1157,Solstice,U.S.A.,2013,Madagascar,Sambirano,70,2,5
284,TCHO,U.S.A.,2008,Peru,Nutty-beta,70,5,5
1618,Molucca,U.S.A.,2015,Peru,Peru,70,2,5
280,TCHO,U.S.A.,2008,Madagascar,Citrus-beta,70,5,5
709,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Dark Roast",70,2,5
2390,Double Spiral,U.S.A.,2019,Tanzania,Kokoa Kamili,70,2,5
943,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",70,4,5
1980,Brasstown aka It's Chocolate,U.S.A.,2017,Dominican Republic,Elvesia P.,70,3,5
2378,Hazel Hill,U.S.A.,2019,Dominican Republic,Oko Caribe,70,3,5
1367,Somerville,U.S.A.,2014,Nicaragua,Nicaragua,70,2,5
2108,Seahorse,U.S.A.,2018,Dominican Republic,Zorzal,70,2,5
439,Patric,U.S.A.,2009,Venezuela,"Rio Caribe, Paria Penninsula",70,3,5
1458,Nuance,U.S.A.,2015,Ecuador,"Ecuador, 2013",70,2,5
2186,Vicuna,U.S.A.,2018,Guatemala,Alta Verapaz,70,2,5
2178,Vivra,U.S.A.,2018,Bolivia,Alto Beni,70,5,5
2550,Dandelion,U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2016 h., batch 1",70,2,5
1133,Kerchner,U.S.A.,2013,Dominican Republic,"La Red, Project Reserva, Guaconejo",70,3,5
1093,Davis,U.S.A.,2013,Venezuela,Venezuela,70,4,5
1626,Durci,U.S.A.,2015,Venezuela,"Rio Caribe, Tepui Treasure",70,3,5
2012,Stone Grindz,U.S.A.,2017,Bolivia,"Wild Bolivia, batch 260",70,3,5
2354,River-Sea,U.S.A.,2019,Fiji,"Vanua Levu, Matasawalevu",70,3,5
2354,River-Sea,U.S.A.,2019,Peru,Ucayali,70,3,5
1291,Meadowlands,U.S.A.,2014,Nicaragua,"Nicaragua, w/ inbs",70,2,5
781,Fruition,U.S.A.,2011,Costa Rica,Costa Rica,70,3,5
1089,Madre,U.S.A.,2013,U.S.A.,"Hawai'i Island, Choobua, Kona",70,4,5
967,Tejas,U.S.A.,2012,Brazil,Espada,70,3,5
1744,Heirloom Cacao Preservation (Millcreek),U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2015",70,3,5
1932,Spencer,U.S.A.,2017,Ecuador,Ecuador,70,3,5
1728,Letterpress,U.S.A.,2016,Liberia,Liberia,70,2,5
1980,Johnny Iuzzini,U.S.A.,2017,Ecuador,Camino Verde P.,70,4,5
1482,Terroir,U.S.A.,2015,Ecuador,Ecuador,70,2,5
1932,Spencer,U.S.A.,2017,Peru,Peru,70,3,5
1920,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70,2,5
2108,Bixby,U.S.A.,2018,Haiti,Haiti,70,2,5
1598,Arete,U.S.A.,2015,Belize,Maya Mountain,70,2,5
883,French Broad,U.S.A.,2012,Peru,"Tumbes Coop, batch 120724M",70,2,5
2194,Gotham,U.S.A.,2018,Belize,Maya Mtn,70,2,5
2668,Ranger,U.S.A.,2021,Mexico,Soconusco,70,2,5
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #229, MR, LC",70,3,5
2534,Chokola,U.S.A.,2020,Belize,"Maya Mountain, 2017 harvest, Batch 11",70,2,5
1458,Nuance,U.S.A.,2015,Madagascar,"Sambirano Valley, 2012, batch 3062",70,2,5
1474,Map Chocolate,U.S.A.,2015,Dominican Republic,"ROIG, 2014",70,3,5
654,Potomac,U.S.A.,2011,Costa Rica,"Upala, Batch 18",70,2,5
2366,Shane Chocolate Works,U.S.A.,2019,Belize,Belize,70,3,5
2594,Chocotenango,U.S.A.,2021,Belize,"Maya Mountain, Toledo",70,2,5
2550,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",70,2,5
661,Askinosie,U.S.A.,2011,Honduras,Cortes,70,2,5
647,Potomac,U.S.A.,2011,Costa Rica,Upala w/ nibs,70,2,5
642,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #209, DR, SC",70,3,5
1403,Nathan Miller,U.S.A.,2014,Dominican Republic,Hispaniola,70,2,5
789,Potomac,U.S.A.,2011,Peru,"San Martin, Amazonian Highlands",70,2,5
654,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,70,2,5
805,Dandelion,U.S.A.,2012,Colombia,Colombian,70,2,5
1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,Nicaragua,70,3,5
769,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,70,2,5
478,Oakland Chocolate Co.,U.S.A.,2010,Jamaica,Jamaica,70,5,5
2032,Raaka,U.S.A.,2017,Haiti,"Pisa, unroasted",70,3,5
2386,Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",70,2,5
1235,Chequessett,U.S.A.,2014,Costa Rica,la Amistad,70,3,5
1760,Chocolate Con Amor,U.S.A.,2016,Bolivia,Wild Bolivian,70,2,5
817,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane juice",70,4,5
1271,Bowler Man,U.S.A.,2014,Dominican Republic,Conacado,70,5,5
773,Mast Brothers,U.S.A.,2011,Belize,Moho River,70,2,5
911,Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,70,3,5
1251,Parliament,U.S.A.,2014,Bolivia,Alto Beni,70,2,5
199,TCHO,U.S.A.,2008,Ghana,Chocolatey-beta,70,5,5
1295,Dandelion,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, 2013",70,2,5
2614,Hemisphere,U.S.A.,2021,Ecuador,"Esmeraldas, Muisne Estate",70,2,5
821,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,La Red,70,3,5
1219,Dandelion,U.S.A.,2014,Belize,Maya Mountain,70,2,5
1606,Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70,3,5
1367,Maverick,U.S.A.,2014,Belize,Maya Mountain,70,2,5
1574,Zak's,U.S.A.,2015,Papua New Guinea,"Papua New Guinea, Batch 2",70,3,5
2330,Arete,U.S.A.,2019,India,Jangareddygudem,70,3,5
2526,Triangle Roasters,U.S.A.,2020,Nicaragua,La Colonia,70,2,5
1291,Meadowlands,U.S.A.,2014,Dominican Republic,Dominican Republic,70,2,5
2562,Letterpress,U.S.A.,2021,U.S.A.,"Maui Kuia E., Hawaii, 2018-2019 h., batch 1",70,3,5
971,Tejas,U.S.A.,2012,Brazil,Bahia,70,3,5
2470,Acalli,U.S.A.,2020,Peru,"Barataria, El Plantal and Norandino Tumbes blend",70,2,5
363,Amano,U.S.A.,2009,Venezuela,Montanya,70,4,5
2494,Odyssey,U.S.A.,2020,India,Idukki Hills,70,2,5
1085,Madre,U.S.A.,2013,Puerto Rico,Puerto Rico,70,4,5
1125,Brasstown aka It's Chocolate,U.S.A.,2013,Ecuador,"Camino Verde, Guayas",70,5,5
1542,Parliament,U.S.A.,2015,Guatemala,"Lachua, Q'egchi families",70,2,5
1042,Woodblock,U.S.A.,2013,Ecuador,"Camino Verde P., Balao, Guayas, batch 1",70,2,5
1542,Izard,U.S.A.,2015,Belize,"Maya Mountain, Toledo, Batch 29",70,2,5
1255,Brasstown aka It's Chocolate,U.S.A.,2014,Belize,Maya Mountain,70,3,5
2630,CAR Artisan,U.S.A.,2021,Peru,"Ucayali, batch 12",70,3,5
2346,Wm,U.S.A.,2019,Venezuela,Porcelana,70,3,5
1784,Beehive,U.S.A.,2016,Ecuador,"Ecuador, Batch 31516",70,3,5
1161,Solstice,U.S.A.,2013,Bolivia,Bolivia,70,2,5
1546,Izard,U.S.A.,2015,Dominican Republic,"Elvesia P., Batch 32",70,2,5
1470,Acalli,U.S.A.,2015,Peru,"Tumbes, Norandino",70,2,5
1546,hexx,U.S.A.,2015,Tanzania,Tanzania,70,2,5
1546,hexx,U.S.A.,2015,Venezuela,Venezuela,70,2,5
1355,Brasstown aka It's Chocolate,U.S.A.,2014,Venezuela,Chuao,70,3,5
1446,Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",70,2,5
1812,Sol Cacao,U.S.A.,2016,Ecuador,"Ecuador, Batch 1",70,2,5
1458,Nuance,U.S.A.,2015,Venezuela,"Canoabo, 2013, batch 2642",70,2,5
1554,Bar Au Chocolat,U.S.A.,2015,Brazil,Bahia,70,2,5
1618,Molucca,U.S.A.,2015,Indonesia,Indonesia,70,2,5
1371,Letterpress,U.S.A.,2014,Peru,Maranura,70,2,5
1554,Dark Forest,U.S.A.,2015,Tanzania,Tanzania,70,3,5
1395,Somerville,U.S.A.,2014,U.S.A.,"Hawai'i Island, Big Island",70,2,5
887,Middlebury,U.S.A.,2012,Indonesia,Bali,70,4,5
2150,hexx,U.S.A.,2018,Tanzania,Kokoa Kamili,70,2,5
1101,Tabal,U.S.A.,2013,Costa Rica,"Costa Rica, batch 83",70,4,5
1026,Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",70,2,5
2550,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",70,2,5
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #228, MR, SC",70,3,5
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",70,3,5
2150,hexx,U.S.A.,2018,Peru,"Maranon, batch 0723",70,2,5
2028,Arete,U.S.A.,2017,Haiti,Pisa,70,2,5
2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70,3,5
2076,Potomac,U.S.A.,2018,Colombia,Tumaco,70,2,5
1570,Castronovo,U.S.A.,2015,Dominican Republic,"Duarte, Batch 360",70,3,5
951,Woodblock,U.S.A.,2012,Madagascar,"Sambirano, batch 1",70,3,5
2594,Chocotenango,U.S.A.,2021,Guatemala,"Chivite, Cahabon River",70,6,5
825,Woodblock,U.S.A.,2012,Ecuador,Ecuador,70,2,5
1247,Cello,U.S.A.,2014,Peru,Peru,70,3,5
2570,Escazu,U.S.A.,2021,Colombia,Arhuaca,70,2,5
1153,Dandelion,U.S.A.,2013,Papua New Guinea,"Papua New Guinea, batch 1",70,2,5
1255,Parliament,U.S.A.,2014,Dominican Republic,"Oko Caribe, batch 4",70,2,5
1848,Glennmade,U.S.A.,2016,Belize,"Toledo District, 2015 Harvest",70,2,5
196,Patric,U.S.A.,2007,Madagascar,Madagascar,70,3,5
647,Chocola'te,U.S.A.,2011,Madagascar,Madagascar,70,2,5
1984,Letterpress,U.S.A.,2017,Peru,Ucayali,70,3,5
1387,Potomac,U.S.A.,2014,Venezuela,"Cuyagua, 2013",70,2,5
789,Potomac,U.S.A.,2011,Brazil,Bahia,70,2,5
327,Rogue,U.S.A.,2009,Venezuela,Rio Caribe,70,2,5
2068,Solstice,U.S.A.,2018,India,Anamalai,70,3,5
805,Tejas,U.S.A.,2012,Dominican Republic,Presidio,70,4,5
833,Tejas,U.S.A.,2012,Mexico,Espada,70,3,5
805,Tejas,U.S.A.,2012,Papua New Guinea,Aranama,70,4,5
801,Tejas,U.S.A.,2012,Blend,"Bayou Blend, Ecuador, Mad., PNG",70,4,5
1153,Castronovo,U.S.A.,2013,Peru,"Tumbes, batch 176",70,3,5
2114,Bixby,U.S.A.,2018,Guatemala,Guatemala,70,2,5
825,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane sugar",70,3,5
1161,Solstice,U.S.A.,2013,Peru,San Martin,70,3,5
2138,La Chorena,U.S.A.,2018,Belize,"Maya Mtn, Toledo",70,4,5
1335,Solstice,U.S.A.,2014,Uganda,Bundibugyo,70,3,5
801,Tejas,U.S.A.,2012,Madagascar,Concepcion,70,4,5
2660,Solstice,U.S.A.,2021,Vietnam,"Dak Nong, Lot 103120",70,3,5
2534,El Buen,U.S.A.,2020,Madagascar,"Akessons, Sambirano Valley",70,2,5
1287,Meadowlands,U.S.A.,2014,Venezuela,Venezuela,70,2,5
1764,Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,70,2,5
983,Bar Au Chocolat,U.S.A.,2012,Mexico,Chiapas,70,2,5
1904,Arete,U.S.A.,2016,Nicaragua,Rugoso,70,3,5
256,Bittersweet Origins,U.S.A.,2008,Ghana,Ankasa,70,2,5
2068,Arete,U.S.A.,2018,Trinidad,Ramnath E.,70,2,5
2096,Brasstown,U.S.A.,2018,Bolivia,"Wild Bolivia, Sucre",70,3,5
1602,Guittard,U.S.A.,2015,Blend,"Epique, Blend No. 49",70,6,5
2482,Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",70,6,5
2466,Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",70,2,5
1578,Zak's,U.S.A.,2015,Dominican Republic,"Dominican Republic, Batch D2",70,3,5
213,Rogue,U.S.A.,2008,Dominican Republic,"Hispaniola, 2008",70,2,5
2618,Zac Squared,U.S.A.,2021,Trinidad,Rio Claro,70,3,5
903,Escazu,U.S.A.,2012,Venezuela,Rio Caribe,70,4,5
2578,Videri,U.S.A.,2021,Blend,Classic Dark,70,3,5
1908,Arete,U.S.A.,2016,Honduras,"La Masica, FHIA",70,2,5
2178,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",70,2,5
1720,Vivra,U.S.A.,2016,Venezuela,Ocumare,70,5,5
1478,Terroir,U.S.A.,2015,Belize,Belize,70,2,5
1956,Castronovo,U.S.A.,2017,Venezuela,"Patanemo, batch 539",70,2,5
1251,Cello,U.S.A.,2014,Venezuela,Venezuela,70,3,5
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov.",70,3,5
2692,Great Lakes,U.S.A.,2021,Tanzania,Kokoa Kamili,70,3,5
741,Woodblock,U.S.A.,2011,Venezuela,Ocumare,70,2,5
1594,Ohiyo,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70,3,5
2688,Conjure,U.S.A.,2021,Ivory Coast,"Ivory Coast, Rainforest Alliance, batch 7",70,3,5
2422,Bixby,U.S.A.,2019,Belize,Belize,70,2,5
1291,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",70,3,5
2644,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431",70,3,5
1034,Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70,2,5
1101,Tabal,U.S.A.,2013,Dominican Republic,Dominican Republic,70,4,5
1804,Bellflower,U.S.A.,2016,Bolivia,Alto Beni,70,3,5
793,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,70,4,5
1558,Ranger,U.S.A.,2015,Peru,"San Martin, Batch 2",70,2,5
863,Fruition,U.S.A.,2012,Peru,Peru,70,3,5
2602,Dandelion,U.S.A.,2021,India,Anamalai,70,2,5
470,Amano,U.S.A.,2010,Dominican Republic,Dos Rios,70,4,5
2590,Seahorse,U.S.A.,2021,Peru,Ucayali,70,2,5
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #227, LR, MC",70,3,5
1852,K'ul,U.S.A.,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70,4,5
1614,Molucca,U.S.A.,2015,Dominican Republic,La Red,70,2,5
1550,hexx,U.S.A.,2015,Peru,Peru,70,2,5
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos,70,2,5
821,Tejas,U.S.A.,2012,Peru,Capistrano,70,4,5
2684,Spinnaker,U.S.A.,2021,Madagascar,Bejofo,70,2,5
2076,Cacao Gonzales,U.S.A.,2018,Venezuela,Chuao,70,2,5
1996,Boho,U.S.A.,2017,Belize,Maya Mtn,70,3,5
1748,Heirloom Cacao Preservation (Brasstown),U.S.A.,2016,Belize,"Maya Mtn, Moho R., Toledo D., 2015",70,3,5
1788,Raaka,U.S.A.,2016,Peru,Amazon Basin Blend,70,3,5
1720,Vivra,U.S.A.,2016,Peru,Peru,70,5,5
1287,Meadowlands,U.S.A.,2014,Bolivia,Bolivia,70,2,5
2602,Dandelion,U.S.A.,2021,India,Anamalai,70,2,5
2602,Dandelion,U.S.A.,2021,Guatemala,"Cahabon, Cacao Verapaz, ADIOESMAC, batch 1",70,2,5
2414,Thistle & Rose aka Aggie USU,U.S.A.,2019,Ecuador,"Costa Esmeraldas, 2017 h., batch 28",70,2,5
2530,Pollinator,U.S.A.,2020,Tanzania,Tanzania,70,3,5
2526,Cultura,U.S.A.,2020,Mexico,"Tabasco, Agrofloresta Cacao, 2020 h., batch 20098",70,3,5
213,Rogue,U.S.A.,2008,Madagascar,"Sambirano, 2008",70,2,5
983,Bar Au Chocolat,U.S.A.,2012,Madagascar,Sambirano,70,2,5
2704,Fresco,U.S.A.,2021,Madagascar,"Sambirano V., #290, MR MC, batch 21-454",70,3,5
565,Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",70,2,5
1566,Letterpress,U.S.A.,2015,Dominican Republic,"La Red, Guaconejo",70,2,5
1696,Starchild,U.S.A.,2015,Madagascar,Sambirano Valley,70,4,5
1578,Zak's,U.S.A.,2015,Belize,"Belize, Batch 2",70,3,5
2644,Fresco,U.S.A.,2021,Nicaragua,"O'Payo Profundo, Waslala, DR-LC, #271, b. 21-433",70,3,5
2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70,3,5
2028,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70,3,5
2522,Cultura,U.S.A.,2020,Haiti,"Pisa, 2020 harvest, batch 20111",70,3,5
1606,Map Chocolate,U.S.A.,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70,3,5
1454,Nuance,U.S.A.,2015,Ghana,"Ghana, 2013, batch 3581",70,2,5
256,Black Mountain,U.S.A.,2008,Nicaragua,Matiguas,70,3,5
1470,Nuance,U.S.A.,2015,Dominican Republic,La Red,70,2,5
2534,Chokola,U.S.A.,2020,Guatemala,"Verapaz, 2017 harvest, Batch 14",70,2,5
2178,Dandelion,U.S.A.,2018,India,Anamalai,70,2,5
2518,Or Dubh,U.S.A.,2020,Vietnam,"Ben Tre, Mekond Delta, 2018 H.",70,2,5
1566,Letterpress,U.S.A.,2015,Costa Rica,San Andres,70,2,5
1760,Chocolate Con Amor,U.S.A.,2016,Uganda,Uganda,70,2,5
1367,Maverick,U.S.A.,2014,Dominican Republic,Elvesia,70,2,5
825,Woodblock,U.S.A.,2012,Costa Rica,Costa Rica,70,2,5
1550,Dark Forest,U.S.A.,2015,Venezuela,Ocumare,70,3,5
1085,Dandelion,U.S.A.,2013,Venezuela,"Mantuano, 2012, batch 1",70,2,5
1303,Dandelion,U.S.A.,2014,Liberia,Buto,70,2,5
502,Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70,2,5
1538,Middlebury,U.S.A.,2015,Nicaragua,"Matagalpa, Cacao Bisiesto",70,3,5
2664,Ethereal,U.S.A.,2021,Uganda,Uganda,70,3,5
2530,Pollinator,U.S.A.,2020,Bolivia,"Tranquilidad, ""Wild Bolivia""",70,3,5
1097,Lonohana,U.S.A.,2013,U.S.A.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70,4,5
1105,Castronovo,U.S.A.,2013,Peru,"San Martin, batch 155",70,3,5
213,Rogue,U.S.A.,2008,Jamaica,Jamaica,70,2,5
1243,Woodblock,U.S.A.,2014,Peru,"Maranon, Cajamarca",70,2,5
1578,Zak's,U.S.A.,2015,Madagascar,"Madagascar, Batch 2",70,3,5
1105,Castronovo,U.S.A.,2013,Venezuela,"Guaniamo, Amazonas, batch 159",70,3,5
1578,Zak's,U.S.A.,2015,Peru,"Peru, Batch 1",70,3,5
1626,Durci,U.S.A.,2015,Peru,"Maranon, Joya Rara",70,3,5
1932,Spencer,U.S.A.,2017,Dominican Republic,Dominican Republic,70,3,5
180,Taza,U.S.A.,2007,Dominican Republic,"Dark, Stone Ground",70,3,5
907,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,"Conacado, Manifesto",70,3,5
2080,Chocolibrium,U.S.A.,2018,Peru,Ucayali,70,2,5
2526,Cultura,U.S.A.,2020,Guatemala,"Lachua, Cacao Verapaz, 2018 harvest, batch 20092",70,3,5
2644,Gotham,U.S.A.,2021,Dominican Republic,Oko Caribe,70,2,5
1283,Finca,U.S.A.,2014,Dominican Republic,Dominican Republic,70,3,5
1784,Beehive,U.S.A.,2016,Dominican Republic,"Dominican Republic, Batch 31616",70,3,5
672,Madre,U.S.A.,2011,Dominican Republic,Dominican,70,4,5
911,Sibu Sura,U.S.A.,2012,Peru,Peru,70,5,5
1101,Castronovo,U.S.A.,2013,Bolivia,"Bolivia, batch 166",70,3,5
1267,Bowler Man,U.S.A.,2014,Belize,Maya Mountain,70,5,5
2446,Seahorse,U.S.A.,2019,Fiji,Matasawalevu,70,2,5
2656,Woodblock,U.S.A.,2021,Tanzania,Kokoa Kamili,70,2,5
2494,Odyssey,U.S.A.,2020,Bolivia,"Tranquilidad, Wild",70,2,5
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Nicaragua,"O'payo, Waslala",70,3,5
1940,French Broad,U.S.A.,2017,Peru,"Norandino, batch 161208",70,2,5
2020,Arete,U.S.A.,2017,India,Anamalai,70,2,5
2530,Pollinator,U.S.A.,2020,Dominican Republic,Zorzal Plantation,70,3,5
1900,Charm School,U.S.A.,2016,Belize,Maya Mtn,70,3,5
1387,Fresco,U.S.A.,2014,Peru,"Maranon, #230, DR, LC",70,3,5
1928,Arete,U.S.A.,2016,Fiji,Matasawalevu,70,2,5
2186,Vicuna,U.S.A.,2018,Bolivia,Palos Blancos,70,2,5
1952,Letterpress,U.S.A.,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70,2,5
175,Askinosie,U.S.A.,2007,Ecuador,San Jose del Tambo,70,2,5
2314,Castronovo,U.S.A.,2019,Mexico,"Xoconusco, criollo, batch 834",70,3,5
2354,Castronovo,U.S.A.,2019,Puerto Rico,Puerto Rico,70,3,5
2254,Arete,U.S.A.,2018,Colombia,Tumaco,70,2,5
636,Patric,U.S.A.,2011,Blend,Signature Blend,70,3,5
2040,Durci,U.S.A.,2018,Peru,Piura Blanco,70,3,5
1407,Castronovo,U.S.A.,2014,Dominican Republic,Elvesia P.,70,3,5
2494,Odyssey,U.S.A.,2020,Tanzania,Kokoa Kamili,70,2,5
2020,Arete,U.S.A.,2017,Madagascar,Sambirano Valley,70,3,5
1948,Xocolla,U.S.A.,2017,Madagascar,"Sambirano, batch 170102",70,2,5
1856,Parliament,U.S.A.,2016,Tanzania,Kilombero Valley,70,2,5
1948,Xocolla,U.S.A.,2017,Dominican Republic,"Hispaniola, batch 170104",70,2,5
2630,Cleveland Chocolate Company,U.S.A.,2021,Dominican Republic,Oko Caribe,70,3,5
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,Belize,70,2,5
129,Amano,U.S.A.,2007,Madagascar,Madagascar,70,4,5
2642,Gotham,U.S.A.,2021,Bolivia,Alto Beni,70,2,5
1554,Terroir,U.S.A.,2015,Dominican Republic,Oko Caribe,70,3,5
1478,Terroir,U.S.A.,2015,Peru,Peru,70,2,5
1598,Arete,U.S.A.,2015,Dominican Republic,Oko Caribe,70,2,5
1383,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70,2,5
1534,Arete,U.S.A.,2015,Ecuador,"Puerto Quito, heirloom",70,2,5
2486,Nuance,U.S.A.,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",70,3,5
915,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",70,2,5
1287,Meadowlands,U.S.A.,2014,Belize,Belize,70,2,5
2370,Shane Chocolate Works,U.S.A.,2019,Guatemala,Guatemala,70,3,5
175,Amano,U.S.A.,2007,Venezuela,Ocumare,70,4,5
1840,K'ul,U.S.A.,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70,4,5
2442,Letterpress,U.S.A.,2019,Bolivia,"Tranquilidad, beniano",70,3,5
2664,Triangle Roasters,U.S.A.,2021,Philippines,Malah Na Bulong,70,2,5
829,Tejas,U.S.A.,2012,Madagascar,Capistrano,70,3,5
2104,Seahorse,U.S.A.,2018,Tanzania,Kokoa Kamili,70,2,5
2656,Crow and Moss,U.S.A.,2021,India,Anamalai,70,2,5
2660,Seahorse,U.S.A.,2021,India,Anamalai,70,2,5
572,Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",70,2,5
1081,Rogue,U.S.A.,2013,Dominican Republic,"Hispaniola, 2013",70,2,5
1904,Arete,U.S.A.,2016,Ecuador,Hacienda Victoria,70,3,5
